TIPO_PRODUTO;NOME_PRODUTO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;CLASSE_TERAPEUTICA;CNPJ LABORATORIO;LABORATORIO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO
MEDICAMENTO;CUBICIN;NOVO;100290197;ANTIBACTERIANO;45987013000134;ORGANON FARMACÊUTICA LTDA.;VÁLIDO;DAPTOMICINA
MEDICAMENTO;CUPRIMINE;NOVO;119610026;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;27011022000103;BL INDÚSTRIA OTICA LTDA;VÁLIDO;PENICILAMINA
MEDICAMENTO;CUROSURF;NOVO;100580067;PRODUTO PARA O APARELHO RESPIRATORIO;61363032000146;CHIESI FARMACÊUTICA LTDA;VÁLIDO;ALFAPORACTANTO
MEDICAMENTO;CUTENOX;;188300021;ANTITROMBOTICO;11643096000122;MYLAN LABORATORIOS LTDA;VÁLIDO;ENOXAPARINA SÓDICA
MEDICAMENTO;CUTISANOL;NOVO;155900001;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;23668196000192;MR LABORATÓRIOS FARMACÊUTICOS LTDA;VÁLIDO;IODETO DE TIMOL +  OXIDO DE ZINCO +  SUBGALATO DE BISMUTO
MEDICAMENTO;CYCLOFEMINA;NOVO;110360266;ANTICONCEPCIONAIS;30332829000152;HEMAFARMA COM. E IND. FARM. LTDA;VÁLIDO;ACETATO DE MEDROXIPROGESTERONA +  CIPIONATO DE ESTRADIOL
MEDICAMENTO;CYCLOFLUOR;RADIOFÁRMACO;197770001;AGENTES DIAGNOSTICOS RADIOATIVOS;09225881000113;CYCLOPET RADIOFARMACOS LTDA;VÁLIDO;FLUDESOXIGLICOSE 18F
MEDICAMENTO;CYFENOL;SIMILAR;115600068;ANALGESICOS;17562075000169;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;VÁLIDO;PARACETAMOL
MEDICAMENTO;CYFENOL BABY;SIMILAR;115600235;ANALGESICOS NAO NARCOTICOS;17562075000169;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;VÁLIDO;PARACETAMOL
MEDICAMENTO;CYLOCORT;SIMILAR;104971307;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;60665981000118;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;VÁLIDO;CLORIDRATO DE CIPROFLOXACINO  +  DEXAMETASONA +  CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO
MEDICAMENTO;CYMBALTA;NOVO;112600164;ANTIDEPRESSIVOS;43940618000144;ELI LILLY DO BRASIL LTDA;VÁLIDO;CLORIDRATO DE DULOXETINA
MEDICAMENTO;CYMBI;SIMILAR;135690738;ANTIDEPRESSIVOS;00923140000131;EMS SIGMA PHARMA LTDA;VÁLIDO;CLORIDRATO DE DULOXETINA
MEDICAMENTO;CYMEVIR;SIMILAR;103110100;ANTIVIROTICOS;01571702000198;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;VÁLIDO;GANCICLOVIR SÓDICO
MEDICAMENTO;CYRAMZA;BIOLÓGICO;112600193;ANTINEOPLASICO;43940618000144;ELI LILLY DO BRASIL LTDA;VÁLIDO;RAMUCIRUMABE
MEDICAMENTO;CYSTEX;SIMILAR;102350283;ANTISSEPTICOS URINARIOS-ASSOCIACOES MEDICAMENTOSAS;57507378000365;EMS S/A;VÁLIDO;BELADONA PÓ +  CLORETO DE METILTIONÍNIO +  CLORIDRATO DE ACRIFLAVINA +  METENAMINA
MEDICAMENTO;CYSTEX DUO;NOVO;102351376;ANTISSEPTICOS URINARIOS-ASSOCIACOES MEDICAMENTOSAS;57507378000365;EMS S/A;VÁLIDO;CLORETO DE METILTIONÍNIO +  METENAMINA
MEDICAMENTO;CYSTISTAT;BIOLÓGICO;135690385;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;00923140000131;EMS SIGMA PHARMA LTDA;VÁLIDO;HIALURONATO DE SÓDIO
MEDICAMENTO;CYTOGEM;SIMILAR;151430001;ANTINEOPLASICO;03978166000175;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;VÁLIDO;GENCITABINA
MEDICAMENTO;CYTOS;SIMILAR;155370066;ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA;64171697000146;ACCORD FARMACÊUTICA LTDA;VÁLIDO;CITARABINA
MEDICAMENTO;CYTRANA;SIMILAR;118190127;ANTI-HIPERTENSIVOS;92265552000140;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;VÁLIDO;LOSARTANA POTÁSSICA
MEDICAMENTO;Caab;SIMILAR;155370059;ANTINEOPLASICO;64171697000146;ACCORD FARMACÊUTICA LTDA;VÁLIDO;CABAZITAXEL
MEDICAMENTO;Calt;SIMILAR;102980475;ANTIPARATIREOIDEANOS;44734671000151;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;CLORIDRATO DE CINACALCETE
MEDICAMENTO;Captomed;SIMILAR;143810013;ANTI-HIPERTENSIVOS SIMPLES;02814497000107;CIMED INDUSTRIA S.A;VÁLIDO;CAPTOPRIL
MEDICAMENTO;Captopril;GENÉRICO;151670036;ANTI-HIPERTENSIVOS SIMPLES;04301884000175;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;VÁLIDO;CAPTOPRIL
MEDICAMENTO;Carbaglu;NOVO;171260001;MODULADORES DO METABOLISMO E DA DIGESTAO;53056057000179;RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA - ME;VÁLIDO;ÁCIDO CARGLÚMICO
MEDICAMENTO;Carbamazepina;GENÉRICO;113430203;ANTICONVULSIVANTES;19570720000110;HIPOLABOR FARMACEUTICA LTDA;VÁLIDO;CARBAMAZEPINA
MEDICAMENTO;Carvedilol;GENÉRICO;105250038;ANTI-HIPERTENSIVOS SIMPLES;33078528000132;TORRENT DO BRASIL LTDA;VÁLIDO;CARVEDILOL
MEDICAMENTO;Cbequim;SIMILAR;126750350;ANTIMICOTICOS PARA USO TOPICO;72593791000111;NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
MEDICAMENTO;Cedur;NOVO;110130272;ANTILIPEMICOS;44363661000157;GLENMARK FARMACÊUTICA LTDA;VÁLIDO;BEZAFIBRATO
MEDICAMENTO;Cefadroxila;GENÉRICO;100470450;CEFALOSPORINAS;61286647000116;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CEFADROXILA
MEDICAMENTO;Celecoxibe;GENÉRICO;100470630;AGENTES ANTI-INFLAMATÓRIOS;61286647000116;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CELECOXIBE
MEDICAMENTO;Cerdelga;NOVO;183260327;MODULADORES DO METABOLISMO E DA DIGESTAO;10588595001092;SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;HEMITARTARATO DE ELIGLUSTATE
MEDICAMENTO;Cetoconazol;GENÉRICO;109630057;ANTIMICOTICOS PARA USO TOPICO;06597801000162;THEODORO F SOBRAL & CIA LTDA;VÁLIDO;CETOCONAZOL
MEDICAMENTO;Cetoconazol + Dipropionato de Betametasona;GENÉRICO;183260090;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;10588595001092;SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA
MEDICAMENTO;Cetoconazol + Dipropionato de Betametasona + Sulfato de Neomicina;GENÉRICO;154230106;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;03485572000104;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
MEDICAMENTO;Cetoconazol + dipropionato de betametasona + sulfato de neomicina;GENÉRICO;103700468;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
MEDICAMENTO;Cetoconazol + dipropionato de betametasona + sulfato de neomicina;SIMILAR;167730626;ANTIMICOTICOS PARA USO TOPICO;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
MEDICAMENTO;Cetoconazol+Dipropionato de Betametasona+Sulfato de Neomicina;GENÉRICO;154230109;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;03485572000104;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
MEDICAMENTO;Cherry;SIMILAR;135640007;ANTICONCEPCIONAIS;19136432000152;EXELTIS LABORATORIO FARMACEUTICO LTDA;VÁLIDO;ACETATO DE CLORMADINONA +  ETINILESTRADIOL
MEDICAMENTO;Choriomon-M;BIOLÓGICO;123610078;HORMONIO GONADOTROFICO;64711500000114;UCB BIOPHARMA LTDA.;VÁLIDO;GONADOTROPINA CORIÔNICA
MEDICAMENTO;Ciclopirox- olamina;GENÉRICO;105350149;ANTIMICOTICOS PARA USO TOPICO;17115437000173;LABORATÓRIO GLOBO SA;VÁLIDO;CICLOPIROX OLAMINA
MEDICAMENTO;Cimetidina;GENÉRICO;125680186;ANTIULCEROSOS;73856593000166;PRATI DONADUZZI & CIA LTDA;VÁLIDO;CIMETIDINA
MEDICAMENTO;Cinqair;BIOLÓGICO;155730045;OUTROS MEDICAMENTOS ANTIASMATICOS;05333542000108;TEVA FARMACÊUTICA LTDA.;VÁLIDO;RESLIZUMABE
MEDICAMENTO;Cinryze;BIOLÓGICO;106390287;OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS;60397775000174;TAKEDA PHARMA LTDA.;VÁLIDO;INIBIDOR DE C1 ESTERASE DERIVADO DE PLASMA HUMANO
MEDICAMENTO;Citoplax;SIMILAR;106460218;AGENTES ANTINEOPLÁSICOS;61282661000141;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;VÁLIDO;CISPLATINA
MEDICAMENTO;Clabat;SIMILAR;102351316;ANTIBIOTICOS SISTEMICOS SIMPLES;57507378000365;EMS S/A;VÁLIDO;CLARITROMICINA
MEDICAMENTO;Clindamin-C;SIMILAR;103700627;ANTIBIOTICOS SISTEMICOS SIMPLES;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CLORIDRATO DE CLINDAMICINA MONOIDRATADO
MEDICAMENTO;Clonazepam;GENÉRICO;156510029;ANTICONVULSIVANTES;05254971000181;ZYDUS NIKKHO FARMACÊUTICA LTDA;VÁLIDO;CLONAZEPAM
MEDICAMENTO;Clopam;SIMILAR;102980520;ANTICONVULSIVANTES;44734671000151;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;CLONAZEPAM
MEDICAMENTO;Cloridrato de Ambroxol;GENÉRICO;143810089;EXPECTORANTES BALSAMICOS E MUCOLITICO;02814497000107;CIMED INDUSTRIA S.A;VÁLIDO;CLORIDRATO DE AMBROXOL
MEDICAMENTO;Cloridrato de Ambroxol;GENÉRICO;154230067;EXPECTORANTES BALSAMICOS E MUCOLITICO;03485572000104;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;CLORIDRATO DE AMBROXOL
MEDICAMENTO;Cloridrato de Bromexina;GENÉRICO;105350141;EXPECTORANTES BALSAMICOS E MUCOLITICO;17115437000173;LABORATÓRIO GLOBO SA;VÁLIDO;CLORIDRATO DE BROMEXINA
MEDICAMENTO;Cloridrato de Dobutamina;GENÉRICO;103870057;MEDICAMENTOS C/ ACAO NO MIOCARDIO;17174657000178;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;VÁLIDO;CLORIDRATO DE DOBUTAMINA
MEDICAMENTO;Cloridrato de Fexofenadina;GENÉRICO;183260407;ANTI-HISTAMINICOS SISTEMICOS;10588595001092;SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE FEXOFENADINA
MEDICAMENTO;Cloridrato de Lincomicina;GENÉRICO;103870077;ANTIBIOTICOS SISTEMICOS SIMPLES;17174657000178;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;VÁLIDO;CLORIDRATO DE LINCOMICINA
MEDICAMENTO;Cloridrato de Metformina;GENÉRICO;113430160;ANTIDIABETICOS;19570720000110;HIPOLABOR FARMACEUTICA LTDA;VÁLIDO;CLORIDRATO DE METFORMINA
MEDICAMENTO;Cloridrato de Olopatadina;GENÉRICO;155840463;MEDICAMENTOS COM ACAO NO APARELHO VISUAL;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;CLORIDRATO DE OLOPATADINA
MEDICAMENTO;Cloridrato de Propranolol;GENÉRICO;183260156;BETABLOQUEADORES SIMPLES;10588595001092;SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE PROPRANOLOL
MEDICAMENTO;Cloridrato de Sertralina;GENÉRICO;183260129;ANTIDEPRESSIVOS;10588595001092;SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE SERTRALINA
MEDICAMENTO;Cloridrato de Sibutramina Monoidratada;GENÉRICO;103700531;ANOREXICOS SIMPLES;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CLORIDRATO DE SIBUTRAMINA MONOIDRATADO
MEDICAMENTO;Cloridrato de Terbinafina;GENÉRICO;109740301;ANTIMICOTICO;49475833000106;BIOLAB SANUS FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE TERBINAFINA
MEDICAMENTO;Cloridrato de Tramadol;GENÉRICO;155840207;ANALGESICOS NARCOTICOS;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;CLORIDRATO DE TRAMADOL
MEDICAMENTO;Cloridrato de Verapamil;GENÉRICO;105730628;ANTIANGINOSOS E VASODILATADORES;60659463002992;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;CLORIDRATO DE VERAPAMIL
MEDICAMENTO;Cloridrato de Verapamil;GENÉRICO;105730640;ANTIANGINOSOS E VASODILATADORES;60659463002992;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;CLORIDRATO DE VERAPAMIL
MEDICAMENTO;Cloridrato de ciprofloxacino;GENÉRICO;167730067;ANTIBIOTICOS SISTEMICOS SIMPLES;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO
MEDICAMENTO;Cloridrato de dexmedetomidina;GENÉRICO;105730662;HIPNOTICOS;60659463002992;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;CLORIDRATO DE DEXMEDETOMIDINA
MEDICAMENTO;Cloridrato de diltiazem;GENÉRICO;102350740;ANTIANGINOSOS E VASODILATADORES;57507378000365;EMS S/A;VÁLIDO;CLORIDRATO DE DILTIAZEM
MEDICAMENTO;Cloridrato de donepezila;GENÉRICO;155840571;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;Cloridrato de dopamina;GENÉRICO;113430116;VASOCONSTRITORES E HIPERTENSORES;19570720000110;HIPOLABOR FARMACEUTICA LTDA;VÁLIDO;CLORIDRATO DE DOPAMINA
MEDICAMENTO;Cloridrato de doxiciclina;GENÉRICO;141070098;ANTIBIOTICOS SISTEMICOS SIMPLES;02501297000102;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;VÁLIDO;CLORIDRATO DE DOXICICLINA
MEDICAMENTO;Cloridrato de fexofenadina;GENÉRICO;103700742;ANTI-HISTAMINICOS SISTEMICOS;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CLORIDRATO DE FEXOFENADINA
MEDICAMENTO;Cloridrato de loperamida;GENÉRICO;141070622;ANTIDIARREICOS SIMPLES SEM ACAO ANTIMICROBIANA;02501297000102;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;VÁLIDO;CLORIDRATO DE LOPERAMIDA
MEDICAMENTO;Cloridrato de memantina;GENÉRICO;125680264;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;73856593000166;PRATI DONADUZZI & CIA LTDA;VÁLIDO;CLORIDRATO DE MEMANTINA
MEDICAMENTO;Cloridrato de pioglitazona;GENÉRICO;105250051;ANTIDIABETICOS;33078528000132;TORRENT DO BRASIL LTDA;VÁLIDO;CLORIDRATO DE PIOGLITAZONA
MEDICAMENTO;Cloridrato de prometazina;GENÉRICO;105710155;ANTIALERGICOS TOPICOS;18324343000177;BELFAR LTDA;VÁLIDO;CLORIDRATO DE PROMETAZINA
MEDICAMENTO;Cloridrato de raloxifeno;GENÉRICO;102351288;SUPRESSORES DA REABSORCAO OSSEA;57507378000365;EMS S/A;VÁLIDO;CLORIDRATO DE RALOXIFENO
MEDICAMENTO;Cloridrato de tramadol + paracetamol;GENÉRICO;155840607;ANALGESICOS NARCOTICOS;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;CLORIDRATO DE TRAMADOL +  PARACETAMOL
MEDICAMENTO;Cloridrato de trazodona;GENÉRICO;102351138;ANTIDEPRESSIVOS;57507378000365;EMS S/A;VÁLIDO;CLORIDRATO DE TRAZODONA
MEDICAMENTO;Clotrimazol;GENÉRICO;102350712;ANTIMICOTICOS PARA USO TOPICO;57507378000365;EMS S/A;VÁLIDO;CLOTRIMAZOL
MEDICAMENTO;Clotrimazol;GENÉRICO;105830382;ANTIMICOTICOS PARA USO TOPICO;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;CLOTRIMAZOL
MEDICAMENTO;Clotrimazol;GENÉRICO;135690235;ANTIMICOTICOS PARA USO TOPICO;00923140000131;EMS SIGMA PHARMA LTDA;VÁLIDO;CLOTRIMAZOL
MEDICAMENTO;Clotrimazol;GENÉRICO;105830519;ANTIMICOTICOS PARA USO TOPICO;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;CLOTRIMAZOL
MEDICAMENTO;Coama;SIMILAR;102351292;OUTROS ANTINEOPLASICOS;57507378000365;EMS S/A;VÁLIDO;CAPECITABINA
MEDICAMENTO;Colegórico;FITOTERÁPICO;120600025;ANTIESPASMODICOS + FITOTERAPICO SIMPLES;35356799000138;LAPON INDUSTRIA FARMACEUTICA LTDA - EPP;VÁLIDO;ATROPA BELLADONNA L.
MEDICAMENTO;Coniso;SIMILAR;104971423;GLICOCORTICOIDES SISTEMICOS;60665981000118;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;VÁLIDO;FOSFATO SÓDICO DE PREDNISOLONA
MEDICAMENTO;Coraprol;SIMILAR;183260301;BETABLOQUEADORES SIMPLES;10588595001092;SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;HEMIFUMARATO DE BISOPROLOL
MEDICAMENTO;Cotellic®;NOVO;101000662;ANTINEOPLASICO;33009945000123;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;VÁLIDO;HEMIFUMARATO DE COBIMETINIBE
MEDICAMENTO;Cresemba;NOVO;125760030;ANTIMICOTICO;68949239000146;UNITED MEDICAL LTDA;VÁLIDO;SULFATO DE ISAVUCONAZÔNIO
MEDICAMENTO;Cresemba;NOVO;125760031;ANTIMICOTICO;68949239000146;UNITED MEDICAL LTDA;VÁLIDO;SULFATO DE ISAVUCONAZÔNIO
MEDICAMENTO;Cristacilina;SIMILAR;100410213;PENICILINA G E DERIVADOS (BENZILPENICILINAS);49324221000104;FRESENIUS KABI BRASIL LTDA;VÁLIDO;BENZILPENICILINA POTÁSSICA
MEDICAMENTO;Crysvita;BIOLÓGICO;139640002;OUTROS MEDICAMENTOS AFETANDO A ESTRUTURA E A MINERALIZAÇÃO ÓSSEA;27724245000118;ULTRAGENYX BRASIL FARMACEUTICA LTDA;VÁLIDO;BUROSUMABE
MEDICAMENTO;Cuvitru;BIOLÓGICO;106390291;IMUNOGLOBULINAS;60397775000174;TAKEDA PHARMA LTDA.;VÁLIDO;IMUNOGLOBULINA HUMANA 
MEDICAMENTO;CyPcino;SIMILAR;115600229;ANTIBIOTICOS SISTEMICOS SIMPLES;17562075000169;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE CIPROFLOXACINO 
MEDICAMENTO;Cygnus D;ESPECÍFICO;104540189;ANALOGO SINTETICO DA VITAMINA D;60874187000184;DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;VÁLIDO;COLECALCIFEROL
MEDICAMENTO;Cystadane;ESPECÍFICO;171260003;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;53056057000179;RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA - ME;VÁLIDO;BETAÍNA
MEDICAMENTO;CÁSCARA SAGRADA HERBARIUM;FITOTERÁPICO;118600075;LAXANTES;78950011000120;HERBARIUM LABORATORIO BOTANICO LTDA;VÁLIDO;FRANGULA PURSHIANA (DC.) A. GRAY 
MEDICAMENTO;CÂNFORA;ESPECÍFICO;100663391;RUBEFACIENTES;84684620000187;LABORATORIO CATARINENSE LTDA;VÁLIDO;CÂNFORA
MEDICAMENTO;D.NOVA D3;ESPECÍFICO;126750371;ANALOGO SINTETICO DA VITAMINA D;72593791000111;NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;COLECALCIFEROL
MEDICAMENTO;D3CAPS;ESPECÍFICO;104971480;ANALOGO SINTETICO DA VITAMINA D;60665981000118;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;VÁLIDO;COLECALCIFEROL
MEDICAMENTO;DABAZ;SIMILAR;155370019;ANTINEOPLASICO;64171697000146;ACCORD FARMACÊUTICA LTDA;VÁLIDO;SULFATO DE VINCRISTINA
MEDICAMENTO;DACARB;SIMILAR;100430636;ANTINEOPLASICO;61190096000192;EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;DACARBAZINA
MEDICAMENTO;DACEFA;SIMILAR;103720267;CEFALOSPORINAS;43312503000105;SUPERA FARMA LABORATÓRIOS S.A;VÁLIDO;CEFADROXILA
MEDICAMENTO;DACTIL OB;NOVO;183260309;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;10588595001092;SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE PIPERIDOLATO +  HESPERIDINA +  ÁCIDO ASCÓRBICO
MEDICAMENTO;DACXI;SIMILAR;109740344;AGENTES ANTITROMBÓTICOS;49475833000106;BIOLAB SANUS FARMACÊUTICA LTDA;VÁLIDO;RIVAROXABANA
MEDICAMENTO;DAEM;SIMILAR;194270077;ANDROGENOS SIMPLES;14806008000154;MOMENTA FARMACÊUTICA LTDA.;VÁLIDO;UNDECILATO DE TESTOSTERONA
MEDICAMENTO;DAFLON;ESPECÍFICO;112780003;ANTIVARICOSOS DE ACAO SISTEMICA;42374207000176;LABORATÓRIOS SERVIER DO BRASIL LTDA;VÁLIDO;DIOSMINA +  FLAVONÓIDES EXPRESSOS EM HESPERIDINA +  HESPERIDINA
MEDICAMENTO;DAFORIN;;135690598;ANTIDEPRESSIVOS;00923140000131;EMS SIGMA PHARMA LTDA;VÁLIDO;CLORIDRATO DE FLUOXETINA
MEDICAMENTO;DAGLI;SIMILAR;167730600;ANTIDIABETICOS;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;GLICLAZIDA
MEDICAMENTO;DAISAN;SIMILAR;104540183;ANALGESICOS NARCOTICOS;60874187000184;DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE TRAMADOL +  PARACETAMOL
MEDICAMENTO;DAIVOBET;NOVO;185690004;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;11424477000110;LEO PHARMA LTDA;VÁLIDO;DIPROPIONATO DE BETAMETASONA +  CALCIPOTRIOL MONOIDRATADO
MEDICAMENTO;DAIVONEX;NOVO;185690003;ANALOGO SINTETICO DA VITAMINA D;11424477000110;LEO PHARMA LTDA;VÁLIDO;CALCIPOTRIOL
MEDICAMENTO;DAKTARIN GEL ORAL;NOVO;112363402;ANTIMICOTICOS PARA USO TOPICO;51780468000187;JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;MICONAZOL
MEDICAMENTO;DAKTAZOL;SIMILAR;155840555;ANTIMICOTICOS PARA USO TOPICO;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;NITRATO DE MICONAZOL
MEDICAMENTO;DAKTAZOL CREME;SIMILAR;155840556;ANTIMICOTICOS PARA USO TOPICO;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;NITRATO DE MICONAZOL
MEDICAMENTO;DALACIN C;NOVO;121100385;ANTIBIOTICOS SISTEMICOS SIMPLES;61072393000133;WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE CLINDAMICINA
MEDICAMENTO;DALAY;FITOTERÁPICO;144930057;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES;01858973000129;AIRELA INDÚSTRIA FARMACÊUTICA LTDA.;VÁLIDO;PASSIFLORA INCARNATA L.
MEDICAMENTO;DALILAH;SIMILAR;146820074;ANTIDEPRESSIVOS;05035244000123;SUN FARMACÊUTICA DO BRASIL LTDA;VÁLIDO;SUCCINATO DE DESVENLAFAXINA MONOIDRATADO
MEDICAMENTO;DALINVI;BIOLÓGICO;112363414;ANTICORPOS MONOCLONAIS;51780468000187;JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;DARATUMUMABE
MEDICAMENTO;DALMADORM;SIMILAR;119610027;ANSIOLITICOS SIMPLES;27011022000103;BL INDÚSTRIA OTICA LTDA;VÁLIDO;CLORIDRATO DE FLURAZEPAM
MEDICAMENTO;DALYNE;SIMILAR;135690682;ANTICONCEPCIONAIS;00923140000131;EMS SIGMA PHARMA LTDA;VÁLIDO;DROSPIRENONA +  ETINILESTRADIOL
MEDICAMENTO;DALÍ;SIMILAR;103720243;VASODILATADORES;43312503000105;SUPERA FARMA LABORATÓRIOS S.A;VÁLIDO;TADALAFILA
MEDICAMENTO;DAMATER;ESPECÍFICO;135170063;POLIVITAMINICOS COM MINERAIS;48344725000719;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;VÁLIDO;ACETATO DE RACEALFATOCOFEROL +  BETACAROTENO +  CIANOCOBALAMINA 0 + 1% +  CLORIDRATO DE PIRIDOXINA +  COLECALCIFEROL +  FUMARATO FERROSO +  NITRATO DE TIAMINA +  RIBOFLAVINA +  ÁCIDO ASCÓRBICO +  ÁCIDO FÓLICO +  ÓXIDO DE ZINCO
